lat,long,alt,temp2m,humidity,precip,atm,wind,m.fapar,Campo_Rupestre,Cerrado_lato_sensu,Floresta_de_Terra_Firme,Floresta_Estacional_Semidecidual,Floresta_Ombrofila_Densa,Restinga,Savana_Estepica,Floresta_de_Igapo,Floresta_de_Varzea,Campo_de_Varzea,Campo_de_Altitude,Vegetacao_Sobre_Afloramentos_Rochosos,Savana_Amazonica,Campinarana,Campo_Limpo,Floresta_Estacional_Decidual,Floresta_Estacional_Perenifolia,Floresta_Ombrofila_Mista,Palmeiral,Manguezal
42,50,1016.18,22.24,68.31,3.96,34.88,76.55,68.2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
42,51,1031.01,21.74,70.06,3.8,34.88,78.65,66.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
42,52,962.79,21.84,70.43,3.66,34.88,81.47,65.24,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0
42,54,531.61,23.16,66.76,3.41,34.88,81.63,76.18,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0
42,58,740.52,24.27,60.16,2.53,34.88,89.78,87.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,59,614.7,25.07,57.79,2.4,34.88,95.84,88.74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,60,587.03,24.42,58.51,2.29,34.88,95.33,81.07,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,61,714.9,23.47,60.58,2.22,34.88,91.6,81.58,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
42,64,729.12,22.28,67.56,2.12,34.88,88.66,110.81,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42,65,653.66,22.62,70.68,2.33,34.88,88.62,124.76,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
42,66,261.01,23.32,72.69,2.63,34.88,88.91,109.59,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,67,184.6,23.81,74.8,2.86,34.88,88.55,114.52,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
42,68,81.37,24.21,77.22,3.13,34.88,86.47,133.09,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
42,69,6.29,25.28,78.83,3.73,34.88,83.69,112.73,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
43,31,120.54,26.96,63.42,3.6,34.74,21.02,103.53,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
43,33,168.12,27.14,63.4,3.81,34.74,23.16,100.32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,35,172.69,26.78,64.87,4.09,34.74,36.98,102.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,37,273.11,25.07,69.56,4.4,34.74,45.68,101.29,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
43,43,365.35,24.76,68.65,4.07,34.74,102.6,89.35,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,44,463.46,24.73,68.46,4.09,34.74,102.17,92.32,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,46,588.4,24.02,68.64,4.15,34.74,75.46,98.24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
43,47,782.04,23.32,69.01,4.15,34.74,68.85,97.47,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
43,48,826.08,22.71,69.27,4.16,34.74,68.28,99.89,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0
43,49,1019.13,21.77,69.98,4.18,34.74,68.42,81.25,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
43,50,1013.19,21.94,68.99,3.98,34.74,68.76,75.53,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0
43,51,1000.25,21.83,69.3,3.83,34.74,71.5,70.85,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
43,52,920.21,22.13,69.2,3.67,34.74,74.15,71.2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
43,53,754.05,22.82,68.22,3.47,34.74,75.55,71.39,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
43,55,503.02,24.01,64.08,3.1,34.74,78.85,77.96,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,56,489.15,24.51,61.86,2.89,34.74,79.13,83.73,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
43,59,617.85,24.11,60.53,2.56,34.74,93.61,91.05,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43,60,727.1,23.14,62.27,2.45,34.74,95.93,78.81,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0
43,62,697.65,23.17,63.14,2.24,34.74,91.08,96.35,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
43,64,530.96,22.58,67.78,2.21,34.74,88.34,110.72,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
43,65,293.97,22.65,71.18,2.47,34.74,84.87,121.03,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
43,66,375.57,23.06,73.85,2.8,34.74,85.71,103.95,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0
43,67,202.94,23.59,76.01,3.08,34.74,87.26,111.02,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
43,68,57.71,24.26,77.72,3.29,34.74,84.76,130.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
44,38,349.1,24.72,70.25,4.42,34.74,62.53,103.24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
44,39,776.91,23.34,72.96,4.5,34.74,67.81,81.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,43,704.29,23.44,70.44,4.08,34.74,92.25,87.73,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
44,44,583.99,23.56,69.92,4.06,34.74,98.55,87.31,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
44,45,680.03,23.8,69,3.96,34.74,87.96,85.94,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,46,617.69,23.79,68.51,3.93,34.74,69.9,86.53,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
44,48,828.87,22.78,69.49,4.02,34.74,61.75,82.76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
44,49,964.08,21.91,70.49,4.08,34.74,60.79,85.08,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
44,51,1014.55,22.09,68.55,3.91,34.74,69.33,73.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
44,54,554.82,23.43,67.21,3.39,34.74,73.87,70.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,58,815.6,23.03,63.98,2.93,34.74,83.35,84.56,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,59,710.32,23.11,63.1,2.71,34.74,89.58,87.83,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0
44,60,843.82,22.28,64.96,2.6,34.74,91.84,74.69,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
44,61,736.29,22.77,64.74,2.48,34.74,91.95,95.58,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
44,62,396.78,23.22,64.54,2.38,34.74,91.89,96.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
44,63,330.26,23.08,65.75,2.32,34.74,92.13,101,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
45,38,519.71,23.97,71.15,4.33,34.56,51.06,84.15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,40,684.86,22.79,73,4.28,34.56,64.63,80.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
45,48,701.07,23.14,69,3.88,34.56,60.55,88.8,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45,50,815.12,22.55,68.18,3.93,34.56,62.98,89.52,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
45,53,615.87,23.19,67.69,3.85,34.56,74.69,77.77,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
45,54,618.08,23.64,67.3,3.74,34.56,76.28,75.75,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0
45,57,499.25,23.44,64,3.09,34.56,78.94,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
45,58,642.93,22.94,63.97,3.01,34.56,81.43,81.14,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1
45,59,729.37,22.41,64.52,2.83,34.56,87.08,81.5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
45,60,813.24,21.98,66.15,2.77,34.56,88.4,76.42,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
45,61,676.17,22.25,66.82,2.7,34.56,89.57,95.8,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45,63,702.58,22.17,69.34,2.63,34.56,93.36,109.23,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,68,34.07,24.39,79.11,3.58,34.56,75.21,123.36,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,41,789.96,22.28,73.7,4.26,34.56,60.38,80.75,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
46,43,806.23,22.21,73.1,4.2,34.56,60.29,83.04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
46,45,631.91,23.55,68.59,3.91,34.56,65.92,76.9,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
46,48,687.64,23.38,68.59,3.73,34.56,62.23,89.44,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
46,49,702.71,23.25,68.83,3.77,34.56,61.62,84.32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
46,50,773.98,22.75,68.75,3.82,34.56,63.49,84.05,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0
46,51,908.22,22.2,69.51,3.84,34.56,65.73,76.62,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0
46,54,662.62,22.89,68.99,3.98,34.56,78.89,75.16,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
46,57,617.23,23.09,64.47,3.01,34.56,74.02,79.25,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
46,58,616.19,22.54,64.39,2.96,34.56,76.49,71.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
46,60,757.48,21.48,68.03,2.99,34.56,87.09,88.94,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
46,61,823.34,21.7,69.28,2.95,34.56,89.26,101.83,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0
46,63,505.72,22.18,71.23,2.91,34.56,83.23,120.73,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,65,240.96,23.56,72.99,2.99,34.56,83.34,101.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,68,17.57,24.68,79.36,3.61,34.56,73.65,116.13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
47,41,833.21,22.13,74.38,4.3,34.38,54.58,74.28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
47,43,741.9,22.65,73.15,4.24,34.38,56.03,80.78,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
47,46,520.46,24.42,66.58,3.73,34.38,66.87,71.83,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,48,650.56,23.71,68.05,3.63,34.38,64.1,78.35,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
47,49,597.27,23.2,69.65,3.66,34.38,65.85,86.28,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,50,721.44,22.72,70.3,3.78,34.38,65.82,90.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,51,755.4,22.19,70.91,3.82,34.38,66.12,78.86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
47,52,816.9,21.82,71.42,3.82,34.38,68.25,72.17,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
47,53,804.79,21.7,71.7,3.82,34.38,72.5,74.16,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47,55,789.15,22.34,69.63,3.53,34.38,74.07,69.3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,56,559.81,22.91,66.9,3.22,34.38,73.3,62.36,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,58,587.51,22.44,64.73,3.07,34.38,72.66,81.34,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
47,59,1094.3,20.11,69.98,3.21,34.38,76.83,63.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,60,840.07,20.91,70.33,3.18,34.38,80.99,100.61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,61,641.04,21.59,71.02,3.12,34.38,84.3,116.07,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
47,65,221.09,23.54,73.58,3.01,34.38,80.24,97.2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,66,123.7,23.94,75.42,3.24,34.38,81.12,94.53,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
47,67,49.8,24.46,77.7,3.42,34.38,77.2,123.06,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
48,37,257.21,25.34,66.34,3.64,34.38,55.75,93.73,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0
48,40,659.85,22.78,73.19,4.18,34.38,53.13,82.91,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
48,41,819.45,22.34,74.3,4.26,34.38,50.18,79.43,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48,44,510.07,23.75,71.04,4.14,34.38,59.49,86.39,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,46,462.44,24.61,66.67,3.71,34.38,67.81,68.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,48,626.85,23.58,68.4,3.62,34.38,62.82,73.7,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
48,49,822.5,22.63,70.76,3.67,34.38,61.26,75.51,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0
48,50,887.52,22.1,72.08,3.84,34.38,62.03,81.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,53,946.62,20.88,73.18,3.76,34.38,64.65,79.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
48,56,601.21,22.86,67.61,3.31,34.38,74.71,67.72,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0
48,57,608.81,23.08,65.62,3.21,34.38,76.12,68.58,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
48,58,624.43,22.48,65.61,3.26,34.38,76,76.06,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
48,59,889.26,20.23,70.71,3.39,34.38,74.89,76.98,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
48,60,706.09,21.09,71.01,3.31,34.38,75.11,116.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
48,63,205.62,23.7,69.72,2.92,34.38,77.51,91.3,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
48,65,197.52,23.44,73.82,2.96,34.38,77.97,102.7,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
48,66,94.12,23.93,75.63,3.19,34.38,78.09,105.11,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0
48,67,30.28,24.58,77.81,3.32,34.38,72.86,117.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
49,31,131.71,27.39,56.95,2.69,34.2,25,112.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
49,37,379.25,24.82,66.24,3.62,34.2,53.66,92.48,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,43,458.52,23.23,72.65,4.06,34.2,62.92,92.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,47,531.56,23.93,68.14,3.71,34.2,63.6,83.28,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,49,673.52,22.48,70.9,3.76,34.2,50.85,74.62,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
49,51,883.52,20.99,73.77,4,34.2,51.31,75.01,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
49,52,932.67,20.63,73.66,3.96,34.2,54.29,75.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
49,54,1095.91,20.66,72.6,3.82,34.2,60.68,81.1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,58,712.1,21.91,68.08,3.46,34.2,76.73,73.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
49,59,762.7,20.58,71.27,3.57,34.2,75.22,77.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
49,60,596.33,21.2,71.93,3.5,34.2,73.16,103.51,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
49,61,448.36,21.91,72.34,3.39,34.2,71.42,109.66,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
49,62,279.92,22.57,72.08,3.21,34.2,72.61,102.89,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
49,64,258.87,23.24,71.82,2.89,34.2,75.45,100.97,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
49,65,171.24,23.4,74.31,3.02,34.2,77.44,105.87,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
49,66,77.92,23.96,76.19,3.23,34.2,76.23,106.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,37,294.72,24.43,66.8,3.69,34.2,51.26,96.03,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,38,565.04,23.33,70.14,3.8,34.2,54.42,86.72,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,44,431.81,24.29,69.94,3.82,34.2,75.49,75.54,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,45,413.36,24.58,67.57,3.71,34.2,76.07,78.79,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,47,439.56,23.96,68.85,3.73,34.2,65.52,74.76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
50,48,500.37,23.45,70.02,3.82,34.2,55.95,79.96,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,51,764.3,21.53,72.5,4.13,34.2,44.68,81.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
50,52,945.19,20.58,73.41,4.12,34.2,47.63,77.37,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
50,53,995.85,20.14,73.45,4.05,34.2,51.03,74.87,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
50,54,1010.51,20.59,72.58,3.94,34.2,53.77,82.94,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
50,56,737.3,21.85,70.07,3.63,34.2,66.18,86.29,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
50,58,800.95,21.15,70.09,3.63,34.2,72.22,89.57,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
50,59,800.85,20.13,72.88,3.7,34.2,73.31,93.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,60,711.36,20.93,73.32,3.67,34.2,68.88,105.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,61,462.16,21.6,73.51,3.56,34.2,65.67,113.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,62,561.68,21.75,74.05,3.38,34.2,66.11,104.07,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
50,64,228.96,22.18,74.83,3.18,34.2,70.52,103.82,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
50,65,190.25,22.57,76.93,3.26,34.2,73.45,106.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
50,66,44.92,23.68,78.21,3.33,34.2,71.45,111.6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
51,34,163.09,26.15,62.29,3.26,34.02,52.13,108.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,35,164.72,26,62.65,3.45,34.02,51.73,107.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,37,545.62,24.13,67.67,3.74,34.02,52.57,89.67,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
51,39,419.6,23.34,71.13,3.83,34.02,50.09,76.16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,41,341.63,23.78,70.95,3.77,34.02,59.93,77.93,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,44,344.58,24.6,68.62,3.58,34.02,79.24,75.07,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0
51,45,390.67,24.47,67.75,3.58,34.02,80.27,81.99,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
51,46,470.95,24.22,68.08,3.6,34.02,78.14,84.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,47,491.2,23.89,68.97,3.66,34.02,73.07,80.97,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
51,48,471.88,23.6,69.77,3.77,34.02,64.97,80.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,49,485.18,23.58,69.71,3.85,34.02,55.62,78.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,50,518.46,23.28,69.36,4.05,34.02,48.95,77.14,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51,51,654.53,22.25,70.6,4.16,34.02,47.24,86.43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,52,857.13,21.13,72.22,4.16,34.02,47.74,88.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,53,715.49,20.45,73.34,4.05,34.02,49.52,72.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,54,820.09,20.68,73.32,3.9,34.02,52.93,77.86,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
51,55,733.38,21.32,72.19,3.77,34.02,57.84,86.07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
51,56,846.47,21.15,71.47,3.69,34.02,61.58,91.7,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
51,57,798.22,20.81,71.07,3.68,34.02,64.79,92.95,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,58,841.69,20.39,71.6,3.72,34.02,67.37,92.62,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
51,59,1041.23,19.5,74.43,3.77,34.02,68.74,85.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,60,644.68,20.74,74.09,3.72,34.02,63.63,105.75,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
51,61,446.45,20.97,74.88,3.65,34.02,59.77,99.27,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0
51,62,692.29,20.62,76.33,3.55,34.02,58.64,105.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
51,63,648.29,20.34,77.63,3.45,34.02,58.86,108.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,64,665.41,21.03,77.74,3.44,34.02,58.4,110.08,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0
51,65,672.53,21.67,79.96,3.48,34.02,58.08,118.96,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
51,66,26.72,23.37,80.51,3.26,34.02,60.42,102.24,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
52,33,407.91,24.76,64.43,3.31,34.02,54.12,119.84,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
52,43,293.44,24.4,68.62,3.45,34.02,76.74,83.89,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0
52,44,391.09,24.5,68.15,3.43,34.02,81.93,86.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
52,45,387.34,24.22,68.32,3.5,34.02,84.4,85.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,46,439.19,23.92,68.55,3.52,34.02,83.27,89.97,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
52,47,511.82,23.64,68.91,3.57,34.02,79.68,89.1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
52,48,526.58,23.44,69.2,3.63,34.02,74.67,85.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
52,49,566.81,23.38,68.94,3.67,34.02,70.2,91.58,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
52,51,711.5,22.4,69.74,4.04,34.02,54.08,89.52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
