lat,long,alt,temp2m,humidity,precip,atm,wind,m.fapar,Campo_Rupestre,Cerrado_lato_sensu,Floresta_de_Terra_Firme,Floresta_Estacional_Semidecidual,Floresta_Ombrofila_Densa,Restinga,Savana_Estepica,Floresta_de_Igapo,Floresta_de_Varzea,Campo_de_Varzea,Campo_de_Altitude,Vegetacao_Sobre_Afloramentos_Rochosos,Savana_Amazonica,Campinarana,Campo_Limpo,Floresta_Estacional_Decidual,Floresta_Estacional_Perenifolia,Floresta_Ombrofila_Mista,Palmeiral,Manguezal
31,74,45.52,25.95,75.39,3.11,35.53,103.93,98.46,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
32,9,218.35,25.14,81.84,4.86,35.53,12.69,149.12,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
32,36,307.98,25.04,79.74,5.6,35.53,100.77,120.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,41,341.6,25.47,76.94,5.26,35.53,105.04,127.62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
32,43,218.25,26.71,70.79,4.85,35.53,91.82,101.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
32,47,182.43,27.07,68.09,4.73,35.53,84.22,93.48,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32,50,267.77,25.83,70.34,4.53,35.53,83.4,90.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
32,51,315.88,25.72,69.03,4.39,35.53,86.3,104.22,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,54,655.76,24.5,64.47,3.57,35.53,91.35,57.21,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
32,59,506.8,26.38,55.6,2.18,35.53,84.99,91.97,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
32,61,408,26.71,55.67,1.82,35.53,92.97,60.23,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,64,680.38,23.81,60.56,1.65,35.53,106.65,64.11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
32,66,521.05,24.8,62.31,1.67,35.53,117.15,87.62,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0
32,67,348.94,25.34,62.19,1.64,35.53,118.09,72.11,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0
32,68,378.29,25.38,63.06,1.64,35.53,115.75,82.44,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,69,297.59,25.09,65.62,1.74,35.53,112.27,77.16,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
32,70,306.08,24.84,69.21,2.12,35.53,112.16,72.64,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
32,71,241.81,25.06,71.29,2.37,35.53,112.52,93.38,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
32,72,132.52,25.51,73.32,2.76,35.53,110.07,103.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
32,73,36.75,25.99,75.51,3.13,35.53,105.94,95.42,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
33,9,197.18,25.21,80.39,4.82,35.42,11.48,149.74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,29,339.79,24.83,81.1,5.17,35.42,95.98,131.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
33,33,335.01,24.85,80.13,5.41,35.42,87.61,140.51,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
33,36,359.51,24.95,79.02,5.39,35.42,97.24,141.46,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
33,38,341.8,25.02,78.85,5.36,35.42,98.89,138.21,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
33,45,189.28,27.66,66.43,4.66,35.42,84.64,79.35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
33,51,376.61,25.74,68.45,4.25,35.42,86.02,96.35,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33,53,518.97,24.75,66.41,4,35.42,88.58,60.6,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
33,56,531.46,25.19,59.82,2.76,35.42,93.62,86.79,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
33,60,410.73,26.92,54.05,2,35.42,84.06,74.48,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
33,61,732.74,26.05,55.18,1.88,35.42,92.41,75.85,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
33,63,752.27,24.45,58.03,1.71,35.42,105,44.68,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,65,692.16,23.62,64.29,1.8,35.42,110.23,83.59,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
33,66,435.33,24.57,64.07,1.77,35.42,114.76,92.47,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,68,348.36,25.42,64.71,1.77,35.42,114.98,75.97,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
33,69,218.08,25.14,67.65,1.95,35.42,111.4,69.65,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
33,70,197.28,24.83,71.74,2.51,35.42,110.86,84.24,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
33,71,155.59,25.14,74.35,3.03,35.42,109.86,109.3,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0
33,72,45.46,25.7,76.17,3.35,35.42,106.5,95.9,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0
34,24,225.3,25.48,79.01,5,35.42,67.42,127.59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,32,291.88,24.9,80.4,5.18,35.42,89.29,144.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
34,35,377.04,25.02,77.48,5.15,35.42,88.25,112.43,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
34,37,355.93,25.05,77.77,5.15,35.42,94.63,142.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,44,248.27,27.18,66.65,4.56,35.42,89.09,93.11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
34,45,199.27,27.57,65.48,4.49,35.42,87.88,71.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,47,204.72,26.95,67.15,4.4,35.42,86.03,92.25,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,48,295.73,26.55,68.1,4.31,35.42,84.89,94.81,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,51,337.94,25.93,67.24,4.05,35.42,88.23,92.72,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
34,52,401.58,25.52,66.79,4.07,35.42,86.33,86.44,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
34,53,665.08,24.81,66.66,4.1,35.42,85.78,86.43,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
34,57,454.52,25.69,58.06,2.56,35.42,95.21,95.72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
34,61,737.57,25.3,55.17,1.93,35.42,93.1,84.19,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
34,64,872.57,22.68,64.49,1.88,35.42,107.76,85.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
34,65,650.47,23.38,66.07,1.93,35.42,108.97,103.01,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,66,446.03,24.44,65.51,1.87,35.42,112.61,97.76,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,68,311.7,25.23,67.06,1.99,35.42,115.19,80.42,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,69,258.76,24.77,70.9,2.38,35.42,112.35,87.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34,70,200.94,24.64,74.71,3.09,35.42,110.42,104.54,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
34,71,78.59,25.22,76.98,3.75,35.42,106.19,116.45,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
35,48,309.65,26.47,67.68,4.13,35.32,81.93,87.53,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
35,49,272.9,26.28,67.8,4.1,35.32,84.1,88.71,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,52,408.84,25.85,65.3,3.91,35.32,88.35,87.75,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
35,54,562.9,23.67,66.67,4.05,35.32,89.15,67.42,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,57,625.95,24.95,58.8,2.7,35.32,97.92,93.67,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0
35,60,472.18,26.62,53.35,2.06,35.32,94.26,80.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,61,568.62,25.19,55.48,1.98,35.32,92.29,71.75,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
35,63,808.94,22.33,64.76,2.03,35.32,98.86,78.38,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
35,64,693.94,22.87,66.22,2.1,35.32,105.71,104.99,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
35,66,317.82,24.61,66.23,1.97,35.32,105.58,98.67,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
35,67,270.96,25.06,67.16,2.02,35.32,111.4,75.63,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,68,216.53,25.01,69.84,2.31,35.32,115.78,92.23,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
35,69,206.16,24.73,73.92,3.02,35.32,115.08,107.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
35,70,88.72,24.82,76.57,3.66,35.32,108.72,118.38,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
36,25,284.77,24.51,80.71,5.05,35.32,56.04,137.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,33,375.13,24.95,77.5,5.01,35.32,87.38,129.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
36,36,422.6,24.91,75.92,4.81,35.32,88.13,126.59,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0
36,42,352.32,25.88,69.81,4.53,35.32,84.69,112.34,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
36,43,369.52,26.37,67.18,4.43,35.32,81.49,109.65,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0
36,47,274.14,26.58,66.95,4.09,35.32,78.98,92.17,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
36,51,315.5,26.1,63.71,3.8,35.32,92.2,89.89,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
36,53,552.92,24.93,64.44,3.79,35.32,91.11,97.85,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0
36,54,481,23.67,65.5,3.85,35.32,91.37,70.88,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0
36,58,600.7,24.78,58.5,2.58,35.32,100.03,94.36,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0
36,60,442.53,26.47,53.87,2.1,35.32,96.15,81.28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
36,61,602.95,25.36,55.39,2.04,35.32,92.73,74.08,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0
36,63,1033.55,21.64,65.97,2.13,35.32,90.41,80.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
36,64,482.29,22.72,67.58,2.2,35.32,93.62,96.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
36,66,271.62,24.11,68.06,2.15,35.32,101.3,85.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
36,67,277.44,24.21,70.76,2.33,35.32,107.73,85.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,68,213.59,24.58,73.4,2.71,35.32,114.29,104.42,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
36,69,52.6,25.01,76.59,3.72,35.32,112.9,120.69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
36,70,28.03,25.45,77.28,3.87,35.32,103.54,101.35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
37,33,369.43,24.71,77.22,5.12,35.17,84.55,132.17,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
37,35,396.64,24.59,76.38,4.95,35.17,84.99,97.75,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0
37,40,395.3,25.48,71.61,4.66,35.17,87.38,117.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
37,48,371.65,26.27,65.82,4.11,35.17,77.11,89.11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
37,50,454.71,25.76,63.04,3.99,35.17,85.78,96.83,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,53,525.51,24.79,62.97,3.58,35.17,93.63,94.86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,54,656.15,23.56,64.32,3.55,35.17,91.18,68.05,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
37,57,548.37,24.53,59.07,2.7,35.17,98.7,79.55,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0
37,58,523.68,25.06,58.21,2.51,35.17,99.15,91.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,60,456.91,26.19,54.45,2.13,35.17,97.85,84.36,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
37,61,647.45,25.06,56.13,2.08,35.17,96.88,79.84,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0
37,62,672.95,23.37,59.73,2.07,35.17,91.91,72.66,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0
37,63,885.75,21.98,64.29,2.05,35.17,86.7,71.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,64,705.13,22.13,68.24,2.02,35.17,85,84.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
37,66,753.3,22.99,71.24,2.43,35.17,99.67,84.98,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
37,67,509.74,23.07,75.26,2.76,35.17,105.1,110.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,68,120.99,24.21,76.65,3.1,35.17,108,129.19,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
38,27,570.52,23.98,78.5,4.92,35.17,43.91,124.31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,31,565.76,23.69,77.62,5.08,35.17,54.35,83.99,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
38,42,430.42,26.29,65.79,4.44,35.17,78.16,83.95,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0
38,49,481.86,25.6,63.34,4.19,35.17,82.59,99.55,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0
38,50,482.52,25.42,62.24,4.02,35.17,87.1,93.39,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0
38,52,871.44,24.14,63.62,3.66,35.17,97.37,78.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
38,53,628.34,24.75,62.29,3.43,35.17,95.08,97.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
38,54,660.36,23.54,63.4,3.34,35.17,89.92,74.08,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,58,576.52,25.22,57.7,2.43,35.17,97.73,92.57,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
38,59,478.76,26.12,55.66,2.2,35.17,98.64,81.73,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,61,703.52,24.66,57.48,2.06,35.17,96.45,78.08,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
38,62,703.73,23.76,59.8,1.98,35.17,93.17,74.96,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,63,566.19,23.49,61.66,1.88,35.17,87.79,65.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,64,569.07,22.99,65.81,1.82,35.17,81.75,82.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
38,66,519.58,22.97,72.37,2.67,35.17,96.28,99.52,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
38,67,297.94,23.04,76.64,3.1,35.17,100.22,134.82,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,68,84.82,24.22,77.61,3.28,35.17,101.57,141.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
39,27,249.89,24.51,75.42,4.43,35.03,34.94,138.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,33,312.3,24.96,73.31,4.95,35.03,41.27,102.91,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
39,34,293.43,24.88,73.32,4.89,35.03,54.42,103.11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
39,38,471.54,24.34,72.86,4.71,35.03,81.54,73.37,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,42,298.27,26.35,65.29,4.28,35.03,84.32,91.86,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
39,45,384.1,26.75,65.24,4.06,35.03,76.92,92.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
39,48,452.48,25.5,65.72,4.25,35.03,84.84,88.64,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
39,50,609.7,24.75,62.99,3.95,35.03,89.66,82.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
39,51,911.65,23.53,65.01,3.83,35.03,92.76,80.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
39,52,655.77,23.65,64.86,3.65,35.03,95,78.68,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,53,561.91,24.65,62.71,3.43,35.03,94.4,89.8,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
39,54,714.88,23.49,63.53,3.35,35.03,89.54,79.1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
39,57,556.61,24.47,59.15,2.65,35.03,94.78,72.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
39,59,457.98,26.08,55.68,2.2,35.03,93.06,77.29,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
39,61,656.81,24.54,57.91,2.02,35.03,90.34,71.02,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1
39,62,645.28,24.01,59.93,1.92,35.03,89.66,76.12,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
39,64,425.61,24.01,63.38,1.78,35.03,83.53,59.93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,66,439.36,22.93,73.29,2.82,35.03,96,97.91,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
39,68,77.91,24.35,77.09,3.24,35.03,96.46,149.41,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
39,69,8.12,25.53,78.97,3.86,35.03,95.65,102.32,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
40,32,339.65,25.62,71.16,4.46,35.03,20.63,104.93,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
40,34,218.71,25.48,70.65,4.47,35.03,49.91,91.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
40,37,464.56,23.95,73.1,4.66,35.03,73.43,92.1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
40,40,483.12,24.84,70.12,4.47,35.03,90.45,94.13,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
40,41,530.97,25.4,68.1,4.3,35.03,96.01,95,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
40,42,281.08,26.09,65.93,4.15,35.03,96.97,96.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
40,44,255.04,26.87,64.1,4.06,35.03,81.13,81.7,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
40,47,484.3,25.08,67.19,4.25,35.03,84.25,99.72,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,48,572.63,24.79,66.47,4.28,35.03,85.77,86.87,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0
40,49,549.85,25.04,63.45,4.15,35.03,85.78,83.78,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
40,51,939.75,23.08,66.69,3.79,35.03,90.85,71.82,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
40,59,476.22,25.98,55.62,2.23,35.03,90.19,81.19,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
40,61,605.37,24.14,58.27,2.04,35.03,85.44,77.6,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0
40,64,545.81,23.58,63.88,1.89,35.03,87.43,73.02,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,65,895.73,22.46,69.54,2.1,35.03,93.23,84.52,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,66,631.83,22.39,75.08,2.92,35.03,94.41,114.64,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,67,244.05,23.08,77.46,3.29,35.03,93.12,130.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,68,69.04,24.21,77.32,3.18,35.03,91.86,152.77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
41,27,202.03,25.98,67.91,3.64,34.88,19.97,100.12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
41,28,330.7,25.43,68.66,3.73,34.88,25.09,121.72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
41,29,403.83,25.02,70.02,3.87,34.88,17.73,120.56,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
41,30,270.3,25.41,69.64,3.86,34.88,16.49,119.1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
41,32,166.07,26.06,68.36,3.9,34.88,29.9,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,34,190.1,25.98,68.53,4.07,34.88,42.35,91.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,35,413.28,25.26,69.94,4.33,34.88,51.97,94.78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
41,50,656.91,22.98,66.92,3.92,34.88,83.41,81.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,51,1019.97,22.36,68.91,3.79,34.88,86.77,83.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,55,873.91,23.07,64.9,3.51,34.88,82.82,71.23,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0
41,58,520.82,24.81,58.5,2.46,34.88,90.82,92.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
41,59,474.76,25.75,56.01,2.3,34.88,93.49,85.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,61,668.22,23.75,59.04,2.11,34.88,85.94,77.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
41,62,810.7,22.8,62.02,2.04,34.88,84.46,84.15,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0
41,67,216,23.41,76.21,3.06,34.88,88.84,121.39,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
41,68,109.68,24.09,77.63,3.16,34.88,88.35,149.47,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0
42,30,213.58,26.5,66.06,3.65,34.88,16.82,108.49,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0
42,34,186.32,26.56,66.38,3.89,34.88,31.37,86.89,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
42,36,667.54,24.6,70.53,4.42,34.88,44.51,90.34,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
42,37,322.69,23.98,72.12,4.57,34.88,45.83,98.61,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0
42,38,468.31,24.02,72.42,4.62,34.88,53.23,94.46,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
42,41,355.38,24.59,70.27,4.29,34.88,91.67,93.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,305.87,25.03,69.1,4.17,34.88,98.66,90.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
42,46,534.67,24.51,68.2,4.33,34.88,77.35,102.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
42,48,709.79,23.37,67.88,4.27,34.88,74.88,94.83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,49,948.5,22.62,67.71,4.27,34.88,76.87,84.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
